sampn,sample_id,hhsize,hhveh,sectr,own,rooms,incom,project,pktno,hhidu,resty,hhcrd,hhtaz,X1,wght2015,numWorkers
100855,3004975,2,0,2,1,4,99,1,30550006,1,0,0101000020F70700003C599F59357C0A416C726B75894A2341,5502,0,0,0
100856,3004990,4,0,2,1,4,99,1,30550007,1,0,0101000020F707000088DBDEB6A86C0A41C29BFF06624A2341,5504,0,0,1
100857,3004993,2,0,2,1,4,99,1,30550007,1,0,0101000020F707000091506D7D4D6B0A4155AADA80674A2341,5504,0,0,0
100858,3005804,8,2,2,1,4,5,1,10630013,1,0,0101000020F70700003F71E75A233C0B414B4238C1B6692341,6304,0,0,2
100859,3004479,2,0,2,1,4,4,1,30510014,1,3,0101000020F70700001797CE1D43EC0A419DCE61F9825C2341,5105,0,0,1
100860,3004481,2,0,2,1,3,4,1,30510014,1,0,0101000020F70700006165D1A6AAF20A414D998AD6955C2341,5105,0,0,2
100861,3004837,2,0,2,2,3,2,1,30530009,1,0,0101000020F707000067719ACB2EA70A41978293D0444D2341,5303,0,0,2
100862,3004877,1,1,2,1,3,3,1,30530012,1,0,0101000020F70700004FD0C0CB19B20A411313CD617D4E2341,5303,0,0,1
100863,3004884,3,0,2,1,4,3,1,30530012,1,0,0101000020F7070000AC309A6263A50A4104C9CBE23E532341,5306,0,0,2
100864,3004902,2,1,2,1,3,4,1,30530013,1,0,0101000020F7070000CA7F1B820CA90A41E88CE92972502341,5304,0,0,2
100865,3004903,4,2,2,1,4,3,1,30530013,1,0,0101000020F7070000E63A85BF94A90A410C60DFDC574F2341,5304,0,0,3
100866,3008040,4,1,2,1,3,1,1,28400011,1,3,0101000020F7070000A5C6109D8E53084181F10E02172E2341,8404,0,0,1
100867,3008052,7,1,2,1,0,2,1,28400012,1,3,0101000020F7070000A254ACDDDB57084111B878174F2C2341,8405,0,0,1
100868,3008072,2,1,2,1,4,2,1,28400014,1,2,0101000020F7070000B1CB800A6E5C0841917F9C4B4D312341,8409,0,0,1
100869,3008077,7,1,2,1,4,98,1,28400014,1,3,0101000020F70700008F4F1CA0FB5C0841CC7AE10462302341,8409,0,0,4
100870,3008117,3,1,2,2,3,99,1,28410006,1,0,0101000020F7070000720818F32040084119B7CABF3F282341,8415,0,0,2
100871,3008174,6,0,2,1,3,2,1,28410009,1,3,0101000020F7070000B35BA17B6C500841E66FE5C393232341,8412,0,0,0
100872,3004667,3,1,2,1,4,99,1,30520018,1,0,0101000020F707000020DF449C9ACD0A41E51A102D91592341,5210,0,0,2
100873,3004696,2,0,2,1,3,99,1,30520020,1,3,0101000020F7070000FA70CADFA2DF0A41D0755CE3AE552341,5211,0,0,2
100874,3004800,4,0,2,1,3,4,1,30530006,1,3,0101000020F7070000BEBDC19798B00A413848018C14512341,5302,0,0,2
100875,3004980,9,0,2,1,4,1,1,30550006,1,0,0101000020F7070000EE27725A4B7E0A4170A7B654E04B2341,5502,0,0,1
100876,3004997,6,1,2,1,4,99,1,30550008,1,0,0101000020F7070000EE7DA46D5D6F0A41768473CC4F4A2341,5504,0,0,0
100877,3005016,5,0,2,1,3,99,1,30550009,1,0,0101000020F7070000864DDFAF6A6A0A4164C4C4C5A44F2341,5505,0,0,1
100878,3005026,4,1,2,1,3,98,1,30550010,1,0,0101000020F7070000556D04131F710A41AD2A73C028522341,5505,0,0,0
100879,3005040,7,1,2,1,4,99,1,30550010,1,3,0101000020F707000047301D98166D0A41B068DE8D31502341,5506,0,0,3
100880,3005087,5,0,2,1,3,1,1,10570006,1,0,0101000020F707000027D0EA84DFBB0A417114B53E4E622341,5703,0,0,1
100881,3008240,4,0,2,1,3,99,1,38420003,1,3,0101000020F70700004EEF09E1C467084116114B7C91292341,8421,0,0,2
100882,3008243,7,0,2,1,4,99,1,38420003,1,3,0101000020F7070000E2FE92EDD35B08414A8159C0FE262341,8423,0,0,0
100883,3008246,10,1,2,1,4,3,1,38420003,1,3,0101000020F70700000EE8EE8DF55F0841E3E5012EF2252341,8423,0,0,1
100884,3008251,5,0,2,1,3,99,1,38420004,1,3,0101000020F707000042B0C22C276608412FA701358C222341,8422,0,0,0
100885,3008254,11,0,2,2,4,2,1,38420004,1,0,0101000020F7070000E0E15B0002690841B82033BF10232341,8422,0,0,4
100886,3008257,3,1,2,2,4,1,1,38420004,1,0,0101000020F707000046077E5ECA680841035424DA9B222341,8422,0,0,0
100887,3008261,12,0,2,2,6,99,1,38420004,1,0,0101000020F70700004640A3637B690841E73D73F218232341,8422,0,0,0
100888,3008262,7,0,2,2,5,98,1,38420004,1,0,0101000020F70700009CDA3490D5670841D1C4918B75232341,8422,0,0,1
100889,3008270,9,0,2,1,5,98,1,38420005,1,0,0101000020F7070000690D6EDEAA5708413AC10B9246252341,8423,0,0,1
100890,3008273,5,0,2,1,4,99,1,38420005,1,0,0101000020F70700006C94DC497B5708413E4BA8882A252341,8423,0,0,2
100891,3008274,11,1,2,1,4,98,1,38420005,1,3,0101000020F7070000BB36F355E25708415F5CCAB41B272341,8423,0,0,2
100892,3008276,9,0,2,1,5,2,1,38420005,1,0,0101000020F707000024CC17E3A6550841A50886445B262341,8423,0,0,1
100893,3008280,8,1,2,1,4,99,1,38420005,1,0,0101000020F70700001907F520335808419D1989BCE4242341,8423,0,0,0
100894,3008282,12,1,2,1,4,2,1,38420006,1,0,0101000020F70700007186E6CB7D5F084177A9963864242341,8423,0,0,1
100895,3008284,14,1,2,1,4,3,1,38420006,1,3,0101000020F7070000D5C5AFF4405F08411C3237D126272341,8423,0,0,1
100896,3008287,10,0,2,1,4,99,1,38420006,1,0,0101000020F70700009E8C2ACC5860084183B65336A4262341,8423,0,0,0
100897,3005075,5,1,2,2,3,98,1,10570005,1,0,0101000020F7070000095FA4FFEDA90A410BD7974434662341,5702,0,0,2
100898,3005091,3,0,2,2,2,1,1,10570006,1,0,0101000020F70700003794E56649B90A4187465ED133612341,5703,0,0,0
100899,3005130,6,2,2,1,4,3,1,10570008,1,3,0101000020F707000056068E5944AB0A419AAC6C6B46632341,5706,0,0,2
100900,3005214,4,0,2,2,2,2,1,30580006,1,0,0101000020F7070000939565EE20B80A41A105897B87682341,5801,0,0,1
100901,3005231,4,0,2,1,3,3,1,30580007,1,0,0101000020F7070000A36C997E8BBE0A414DC4392CD4692341,5801,0,0,1
100902,3005232,5,0,2,2,3,2,1,30580007,1,0,0101000020F7070000572B1E967FC30A417B0F37A81D682341,5802,0,0,2
100903,3005233,2,0,2,2,2,3,1,30580007,1,0,0101000020F707000079E6359322C70A4156E22CCB4E682341,5802,0,0,1
100904,3005207,7,0,2,2,3,3,1,30580006,1,0,0101000020F7070000F7F827A7FABC0A41C401C6F82E6B2341,5801,0,0,1
100905,3005217,3,0,2,2,2,3,1,30580006,1,3,0101000020F70700004957FC6067C00A412BD9927DEE6A2341,5801,0,0,1
100906,3005222,5,1,2,1,3,3,1,30580007,1,3,0101000020F7070000CC55E9DCAABF0A41F6376E68D66B2341,5801,0,0,1
100907,3005224,4,1,2,1,4,3,1,30580007,1,3,0101000020F7070000CC55E9DCAABF0A41F6376E68D66B2341,5801,0,0,2
100908,3005241,3,0,2,2,2,2,1,30580008,1,3,0101000020F70700007C0150EBEFC70A411683F68ACE682341,5802,0,0,1
100909,3004986,3,1,2,1,4,99,1,30550007,1,0,0101000020F70700005D518D06486B0A413B7EB81D3B4D2341,5504,0,0,2
100910,3005018,3,1,2,1,4,3,1,30550009,1,0,0101000020F7070000496753B77D6A0A41CC301437974E2341,5505,0,0,2
100911,3005024,1,0,2,1,0,99,1,30550009,1,3,0101000020F7070000895FA07EC5690A419CE7796700512341,5505,0,0,1
101231,5016890,1,0,1,2,5,1,5,40101003,5,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2322,0,1
101233,5016900,1,0,1,2,2,2,5,40101003,4,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2323,0,0
101235,5016910,1,0,3,2,5,1,5,40101003,5,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2324,0,0
101236,5016920,1,0,3,2,5,2,5,40101003,4,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2325,0,1
101237,5016930,1,0,3,2,5,1,5,40101003,1,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2326,0,0
101238,5016940,1,0,99,8,2,1,5,40101003,5,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2327,0,0
101249,5016960,1,0,3,2,1,1,5,40101004,4,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2328,0,0
101250,5016970,1,0,3,8,2,1,5,40101004,3,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2329,0,0
101252,5016980,1,1,3,8,2,1,5,40101004,3,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2330,0,0
101253,5016990,1,0,3,8,2,3,5,40101004,4,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2331,0,0
101254,5017000,1,0,99,8,2,5,5,40101004,2,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2332,0,0
101261,5017020,1,0,3,8,6,1,5,40101005,5,3,0101000020F7070000E3C64EBF052E0B41C9CBA589B45A2341,1004,2333,0,0
101264,5017040,2,1,3,8,3,1,5,40101005,1,3,0101000020F7070000035FE038F62D0B416EE2AFB9D15A2341,1004,2334,0,0
101267,5017060,3,0,99,8,2,3,5,40101005,1,3,0101000020F7070000F0A5C985972E0B41D922D80B9A5A2341,1004,2335,0,1
101268,5017070,1,0,3,1,6,1,5,40101005,3,3,0101000020F70700008C405C57512F0B4115D19A1BD55A2341,1004,2336,0,0
101270,5017090,1,0,3,8,5,1,5,40101005,4,3,0101000020F707000026A10E59DC2E0B416A62A39CC4592341,1004,2337,0,0
101271,5017100,1,0,3,8,6,1,5,40101005,3,3,0101000020F70700003FC51D37C52D0B4182BAF1C8795A2341,1004,2338,0,1
101273,5017110,1,0,3,1,5,1,5,40101006,3,3,0101000020F70700004F27CCCF7D2D0B41458E22B07E5A2341,1004,2339,0,1
101316,5016900,1,0,1,2,5,1,5,40101003,4,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2340,0,1
101317,5016900,1,0,1,2,5,2,5,40101003,4,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2341,0,1
101318,5016900,1,0,1,8,5,1,5,40101003,4,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2342,0,0
101319,5016910,1,0,3,2,5,1,5,40101003,5,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2343,0,0
101321,5016910,1,0,3,8,5,1,5,40101003,5,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2344,0,1
101322,5016910,1,0,3,2,5,1,5,40101003,5,1,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2345,0,1
101340,5016890,1,0,1,2,5,1,5,40101003,5,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2346,0,0
101341,5016890,1,0,1,2,5,1,5,40101003,5,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2347,0,0
101509,5016880,1,0,3,8,5,1,5,40101002,5,3,0101000020F7070000FAB80BAE4D2C0B41EBCAA4588F5A2341,1004,2348,0,0
101510,5016880,1,1,3,8,5,1,5,40101002,5,3,0101000020F7070000FAB80BAE4D2C0B41EBCAA4588F5A2341,1004,2349,0,0
101511,5017100,1,0,3,1,6,1,5,40101005,3,3,0101000020F70700003FC51D37C52D0B4182BAF1C8795A2341,1004,2350,0,1
101644,1100511,5,2,3,1,5,5,1,20310002,1,0,0101000020F7070000D2D5147D2AF10A41C1179FE42C2C2341,3104,0,0,1
101646,1100632,2,1,3,1,3,3,1,20380002,1,0,0101000020F7070000BB2CC049F4D10A410F54FB7C083B2341,3804,0,0,0
101647,1100641,4,2,3,1,4,5,1,20380002,1,0,0101000020F707000035812D75AACC0A41E1C3D2F1023A2341,3805,0,0,2
101649,1101026,5,2,3,1,6,4,1,18650001,1,0,0101000020F70700005725ED8FF9E00841DF34BEB01AC12341,8651,0,0,2
101650,1100512,2,1,3,1,5,2,1,20310002,1,0,0101000020F7070000E0E043367DF50A41B4C21F4057292341,3104,0,0,1
101651,1100518,2,2,3,1,5,5,1,20310002,1,0,0101000020F7070000C8C8028A2BFD0A41DEB0C440242C2341,3104,0,0,1
101652,1101025,4,2,3,1,5,5,1,18650001,1,0,0101000020F7070000EE3812281FD50841EBD7427081C22341,8651,0,0,2
101653,1101030,4,2,3,1,6,5,1,18650001,1,0,0101000020F70700008F80A9D4D4D3084110896F8D92B92341,8651,0,0,3
101654,1101031,5,2,3,2,4,5,1,18650001,3,0,0101000020F70700008F80A9D4D4D3084110896F8D92B92341,8651,0,0,2
101655,1101032,1,1,3,2,2,2,1,18650001,1,0,0101000020F70700006D05E38585D10841497BC17637BA2341,8651,0,0,1
101656,1101034,6,2,3,1,5,99,1,18650001,1,0,0101000020F707000019992BC78FC5084193A245F2AFBF2341,8651,0,0,2
101657,1100521,4,0,3,1,4,2,1,20310002,1,0,0101000020F7070000B31C000B4FEA0A412E40EAA6262B2341,3106,0,0,2
101658,1100520,2,0,3,1,3,1,1,20310002,1,0,0101000020F70700006CFB7852A0E90A413E82ECD4A02A2341,3106,0,0,1
101659,1101031,3,1,3,2,3,3,1,18650001,3,0,0101000020F70700008F80A9D4D4D3084110896F8D92B92341,8651,0,0,2
101660,1101033,1,1,3,2,1,3,1,18650001,1,0,0101000020F70700008F80A9D4D4D3084110896F8D92B92341,8651,0,0,1
101661,1100636,4,0,3,1,4,3,1,20380002,1,0,0101000020F70700003B3D9798FFEF0A41193B99B4F4392341,3804,0,0,3
101662,1100642,1,1,3,1,4,3,1,20380002,1,0,0101000020F7070000F54F9A5F8CC70A414A21343806342341,3806,0,0,1
101664,1102138,1,1,3,2,4,3,1,20310003,1,0,0101000020F7070000E0ECB0ED75FB0A41A4E5A4F9FA312341,3101,0,0,1
101665,1102272,4,2,3,2,4,4,1,20380003,1,0,0101000020F70700001967B55749D20A416E7F2C68B83C2341,3801,0,0,2
101666,1102276,6,0,3,2,3,3,1,20380003,1,0,0101000020F7070000C9FDE2BFADDA0A418C2413AB2D3E2341,3801,0,0,2
101667,1102291,9,0,3,1,6,4,1,20380004,1,0,0101000020F70700009AD6424D06D10A41FD18AF6CF0392341,3804,0,0,2
101668,1102294,2,1,3,2,3,2,1,20380004,1,0,0101000020F7070000FD07D7C876D40A412AEA2C25CB3A2341,3804,0,0,2
101669,1102300,4,1,3,2,5,3,1,20380005,1,0,0101000020F7070000AA2B510817DE0A411C383AAA763A2341,3804,0,0,3
101670,1102306,4,2,3,1,3,3,1,20380005,1,0,0101000020F7070000296A55225FE10A414595F63C6D362341,3806,0,0,2
101671,1102311,2,1,3,1,4,2,1,20380005,1,0,0101000020F7070000FBA7BA4A60C50A4117103E86C2392341,3807,0,0,0
101672,1102327,2,1,3,2,3,3,1,20380006,2,0,0101000020F7070000A367DD5629CE0A410E20E2E7563B2341,3809,0,0,2
101673,1102360,4,1,3,1,5,5,1,20390005,1,0,0101000020F7070000DF5040F38DEE0A416A5C6270BA362341,3909,0,0,3
101674,1102364,3,1,3,1,3,3,1,20390005,1,0,0101000020F70700009B499F7475ED0A41EA5C95B541372341,3910,0,0,2
101675,1102151,4,0,3,1,4,4,1,20310004,1,0,0101000020F7070000906460034F030B4148949C0B232D2341,3101,0,0,2
101676,1102173,3,0,3,2,3,3,1,20310005,1,0,0101000020F70700004A1101BBA6F30A4120D1158E792E2341,3107,0,0,3
101677,1102176,1,1,3,1,3,1,1,20310005,1,0,0101000020F707000033FA02D9B3EF0A418A31CF31252E2341,3108,0,0,0
101678,1102305,5,1,3,1,4,3,1,20380005,1,0,0101000020F7070000C44C65253CCA0A41079B9FB12D342341,3806,0,0,4
101679,1102308,5,1,3,1,4,3,1,20380005,1,0,0101000020F7070000EB021ECD8AE30A41981A78EB44362341,3806,0,0,3
101681,1102313,2,0,3,1,4,2,1,20380005,1,0,0101000020F7070000714C501AF4BE0A4196690CAACE382341,3808,0,0,0
101682,1102362,3,1,3,1,4,4,1,20390005,1,0,0101000020F7070000863BF0024AF60A413659398F9E362341,3909,0,0,1
101683,1102367,2,0,3,2,4,3,1,20390005,1,0,0101000020F70700004C9B31406CF30A415FF50C9539372341,3910,0,0,0
101685,1102447,2,0,3,2,3,3,1,20450005,1,0,0101000020F70700007B3785945C610A416A0B3B120A392341,4506,0,0,2
101688,1102205,3,1,3,1,4,3,1,20320003,1,0,0101000020F707000031AB1060F2280B41564E906E082B2341,3202,0,0,1
101689,1102271,1,0,3,1,4,3,1,20380003,1,0,0101000020F707000029FF2524F6D00A4194F3C9E2973B2341,3801,0,0,0
101690,1102273,3,0,3,2,3,4,1,20380003,1,0,0101000020F70700002F122FF00CD70A41F8A15FF4913D2341,3801,0,0,2
101691,1102154,2,2,3,1,5,5,1,20310004,1,0,0101000020F7070000A76B0FB48D020B41FB9B6AA2F32D2341,3101,0,0,2
101692,1102281,2,1,3,2,5,3,1,20380003,1,0,0101000020F707000062B66C8DE0DD0A4127B09B34FB3A2341,3802,0,0,0
101693,1102316,1,0,3,1,2,1,1,20380006,1,0,0101000020F70700004082F5341CBF0A4105F8530B64392341,3808,0,0,0
101695,1102372,2,1,3,1,3,2,1,20390005,1,0,0101000020F70700002E71B07F9AFD0A411CFFF4D7B0382341,3910,0,0,0
101696,1102373,3,1,3,1,3,3,1,20390005,1,0,0101000020F70700000B7EA79B1BE80A41E8903C5F84382341,3911,0,0,1
101697,1102566,1,0,3,1,3,1,1,10600001,1,0,0101000020F70700001915A92B43220B4168C61CB3EA7A2341,6003,0,0,0
101698,1102720,4,2,3,2,7,99,1,17610002,1,0,0101000020F7070000960D4C179B200A41F7B324740A602341,7613,0,0,2
101701,1102742,4,2,3,1,6,4,1,17610003,1,0,0101000020F70700006D5BBACD1E2D0A414CD9FB7E1B5F2341,7613,0,0,3
101702,1102744,4,2,3,1,6,4,1,17610003,1,0,0101000020F707000068F6AD13D62C0A4110D1893EC5602341,7613,0,0,2
101703,1102746,6,3,3,1,6,4,1,17610003,1,0,0101000020F70700006B8DDD908A2F0A41CA1F22A8E55F2341,7613,0,0,2
101704,1102747,3,2,3,1,6,5,1,17610003,1,0,0101000020F7070000DFD2A91305320A4171E344C297602341,7613,0,0,3
101705,1102789,5,0,3,1,6,3,1,28400004,1,0,0101000020F7070000A4ECD5E06F380841BAADB2E22B312341,8403,0,0,2
101706,1102826,7,2,3,1,6,5,1,28410003,1,0,0101000020F7070000ACFDFD3D14260841F862E8860A232341,8413,0,0,2
101707,1102722,3,1,3,1,3,5,1,17610002,1,0,0101000020F70700006916FE6BE03B0A41485A40150D632341,7612,0,0,2
101709,1102733,2,2,3,1,7,99,1,17610002,1,0,0101000020F707000067BC7A96DF1A0A4191E3CACB2F5F2341,7614,0,0,0
101710,1102739,4,2,3,1,4,5,1,17610003,1,0,0101000020F7070000A2F4AC33E12A0A41F530B07F62622341,7613,0,0,2
101711,1102748,4,1,3,2,5,3,1,17610003,1,0,0101000020F70700000D982F723F320A416496D1B7E8602341,7613,0,0,1
101712,1102764,3,2,3,1,5,4,1,17620001,1,0,0101000020F70700005491F1A1783C0A411A8975BD16562341,7623,0,0,2
101713,1102793,3,2,3,1,4,3,1,28400004,1,0,0101000020F7070000F78D9D65D0420841C1E44DBE2A2F2341,8403,0,0,2
101714,1102197,3,1,3,1,3,4,1,20320003,3,0,0101000020F70700002FF97857E5250B41949F38D0232F2341,3202,0,0,2
101715,1102287,3,1,3,1,3,4,1,20380004,1,0,0101000020F7070000440C4895CCE20A41551C28B3983B2341,3803,0,0,1
101716,1102298,2,1,3,1,3,5,1,20380004,1,0,0101000020F70700008866692EFAD90A415F5C2B0E6B3A2341,3804,0,0,2
101717,1102312,1,0,3,2,2,1,1,20380005,2,0,0101000020F70700009A5F9F8876C70A41E0830A72DE3A2341,3807,0,0,0
101718,1102317,2,0,3,2,3,2,1,20380006,1,0,0101000020F707000019413A85E3BE0A411032E3138A3A2341,3808,0,0,1
101719,1102319,1,0,3,5,3,2,1,20380006,1,0,0101000020F7070000691F805EF8C10A416C598B2F4F3B2341,3808,0,0,0
101720,1102368,2,1,3,1,5,4,1,20390005,1,0,0101000020F70700007A6F637EB8F60A414F9B13B901382341,3910,0,0,1
101721,1102297,1,1,3,1,6,4,1,20380004,1,0,0101000020F707000014E3B61BBFD80A41EE7B13A0A53A2341,3804,0,0,0
101722,1102439,3,0,3,2,3,3,1,20450005,1,0,0101000020F7070000DD1B9A66B07C0A419EB7C68FF0312341,4504,0,0,2
101723,1102740,2,1,3,1,4,2,1,17610003,1,0,0101000020F707000017EDFD66B82B0A4145916FD610612341,7613,0,0,1
101724,1102752,1,1,3,1,6,3,1,17620001,1,0,0101000020F707000094ECEF555A3B0A41DD8024684F542341,7623,0,0,0
101725,1102782,2,1,3,1,5,3,1,28400004,1,0,0101000020F7070000D0F919A8AB6008417AB42B07F92D2341,8409,0,0,1
101726,1102836,6,2,3,1,5,3,1,28410003,1,0,0101000020F70700003DCE91C79234084105143C9B15252341,8413,0,0,2
101727,1102978,4,2,3,1,5,5,1,18650002,1,0,0101000020F70700002F93394476D50841EA8926E5A9BD2341,8651,0,0,2
101728,1102985,3,2,3,1,5,4,1,18650002,1,0,0101000020F70700002D178824A7CA08418C9780D6C3BF2341,8651,0,0,3
101729,1103976,6,1,3,1,4,4,1,17020002,1,0,0101000020F70700001A8E6F6C31040C4100A3B98D384B2341,7022,0,0,2
101730,1103977,3,2,3,1,4,4,1,17020002,1,0,0101000020F7070000940FB7F975030C411B2BD165964B2341,7022,0,0,2
101731,1103979,4,1,3,1,4,3,1,17020002,1,0,0101000020F707000089CB4D6402030C41299263A15A4D2341,7022,0,0,2
101732,1103980,4,1,3,1,4,3,1,17020002,1,0,0101000020F707000004F1297B55030C415DE5D9D745492341,7022,0,0,2
101733,1103988,5,0,3,1,5,3,1,17020002,1,0,0101000020F707000072C822C9FC070C41936CBC3C5B4B2341,7022,0,0,3
101734,1102835,5,1,3,1,6,3,1,28410003,1,0,0101000020F7070000F59FFA17A13008410CBD068BC5292341,8413,0,0,3
101735,1102988,5,2,3,1,5,4,1,18650002,1,0,0101000020F7070000E32E48959ACF084170CB9F51C8C02341,8651,0,0,2
101736,1102989,5,2,3,1,6,5,1,18650002,1,0,0101000020F707000023CF578F3DC6084138AFA7FC23C12341,8651,0,0,2
101737,1103985,4,1,3,1,4,3,1,17020002,1,0,0101000020F707000045EE4D0AF9030C4117B0B2FA4F4B2341,7022,0,0,2
101738,1103990,5,2,3,1,4,4,1,17030004,1,0,0101000020F70700003F2674840CD10B4188F784A0D13C2341,7033,0,0,2
101739,1104001,5,1,3,1,5,4,1,17030004,1,0,0101000020F70700004A6595169AE10B41E521387E343D2341,7033,0,0,2
101740,1104002,5,1,3,1,5,4,1,17030004,1,0,0101000020F7070000F3E854EEB2E10B41F52F40BF133D2341,7033,0,0,2
101741,1104003,5,1,3,1,5,4,1,17030004,1,0,0101000020F707000021AF7F9C10E20B418A44F4EC503B2341,7033,0,0,3
101742,1104004,7,1,3,1,6,3,1,17030004,1,0,0101000020F70700009A208517C7E20B415B69FB9A143B2341,7033,0,0,3
101743,1104096,6,2,3,1,12,5,1,27500002,1,0,0101000020F7070000E8E1E6EA3E9209416E02AD4C19122341,7501,0,0,2
101744,5016930,1,0,3,8,1,1,5,40101003,1,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2351,0,0
101745,5016990,1,1,3,8,1,1,5,40101004,4,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2352,0,0
101750,1102731,2,2,3,1,4,5,1,17610002,1,0,0101000020F70700009887F1BDCD130A4120AF78B25E602341,7614,0,0,2
101751,1102737,4,2,3,3,4,4,1,17610003,1,0,0101000020F70700004CFF34B8DA280A41097AB784EC612341,7613,0,0,2
101752,1102738,3,2,3,1,4,4,1,17610003,1,0,0101000020F70700005DDC7793EA2A0A4103A241A59F5F2341,7613,0,0,2
101753,1102753,2,2,3,1,5,4,1,17620001,2,0,0101000020F7070000C70DF8FF3D3E0A41183CCAF7D7532341,7623,0,0,2
101754,1102757,2,2,3,1,4,5,1,17620001,2,0,0101000020F7070000C593B0AF413D0A41E17D06087D532341,7623,0,0,2
101755,1102763,2,1,3,1,2,2,1,17620001,1,0,0101000020F707000094ECEF555A3B0A41DD8024684F542341,7623,0,0,1
101756,1102780,1,0,3,1,4,2,1,28400004,1,0,0101000020F7070000B3D1DB2B943608412BC67479682E2341,8402,0,0,1
101757,1103987,2,1,3,1,3,2,1,17020002,1,0,0101000020F70700002BC5904E70060C419FA6069A844B2341,7022,0,0,0
101758,1103992,3,1,3,1,4,3,1,17030004,1,0,0101000020F70700001891CF722BD50B411C4ACC31013D2341,7033,0,0,1
101759,1102295,1,1,3,1,4,3,1,20380004,1,0,0101000020F70700008E186DAAB1D50A41F53CA63E293A2341,3804,0,0,1
101760,1102296,2,0,3,1,3,2,1,20380004,1,0,0101000020F7070000BB5552F21AD70A411EF5B1B9E93A2341,3804,0,0,1
101761,1102725,2,2,3,1,4,4,1,17610002,1,0,0101000020F70700004C31EFF8D5550A418871B3A70F602341,7611,0,0,2
101762,1102726,1,0,3,1,3,99,1,17610002,1,0,0101000020F7070000429F1BE35E3B0A418C664280EC602341,7612,0,0,1
101763,1102828,5,2,3,5,4,3,1,28410003,1,0,0101000020F70700000F1C9BEE06300841557086C6B4242341,8413,0,0,2
101765,1102981,2,1,3,1,5,3,1,18650002,1,0,0101000020F7070000834CCF535FC6084146969A097CBF2341,8651,0,0,0
101766,1103978,3,3,3,1,4,4,1,17020002,1,0,0101000020F70700000EE8530C7C070C41E95A892E894C2341,7022,0,0,3
101767,1104107,5,4,3,1,6,4,1,27500002,1,0,0101000020F7070000D1A46D5DBB7909413F7CBD7E80142341,7501,0,0,2
101769,1104118,2,2,3,1,5,4,1,17600002,1,0,0101000020F7070000AC1F494162260A41BDCFB32B925E2341,7605,0,0,0
101770,1104133,3,2,3,1,6,5,1,17600003,1,0,0101000020F70700006780D3DCAA140A4190335F647E5A2341,7606,0,0,2
101772,1104139,4,2,3,1,6,4,1,17600003,1,0,0101000020F70700003B2B18EDB7310A414AC325034F5D2341,7602,0,0,2
101773,1104140,5,3,3,1,8,5,1,17620002,1,0,0101000020F7070000BEA6871A1F110A41E4DD6DEABF562341,7621,0,0,2
101774,1104141,8,3,3,1,8,5,1,17620002,1,0,0101000020F7070000A584762CA5180A41A6A0099698542341,7621,0,0,5
101775,5017130,1,0,1,8,1,1,5,40101003,5,3,0101000020F7070000670F899F1A2E0B414E3E6B5DCA5A2341,1004,2353,0,1
101776,1104143,2,2,3,2,4,4,1,17620002,2,0,0101000020F70700000220416E62020A41FAC4CC9AF0542341,7627,0,0,2
101778,1104177,5,2,3,1,5,3,1,17700001,1,0,0101000020F70700001CCF87F736570A41EAC4DF8AC8902341,7701,0,0,3
101779,1104179,2,1,3,1,3,3,1,17700001,1,0,0101000020F70700009D44D67D0C5A0A412FF4608FA2902341,7701,0,0,1
101780,1104180,4,2,3,1,4,5,1,17700001,1,0,0101000020F7070000C3FD44FEFA570A41BF2AEE43818E2341,7701,0,0,2
101781,1104095,3,2,3,1,6,4,1,27500002,1,0,0101000020F707000054ED9E56E9960941CF506E2C45122341,7501,0,0,2
101782,1104113,2,2,3,1,5,99,1,17600002,1,0,0101000020F70700008CED1E7C62270A410B7008F1935B2341,7604,0,0,2
