sampn,sample_id,hhsize,hhveh,sectr,own,rooms,incom,project,pktno,hhidu,resty,hhcrd,hhtaz,X1,wght2015,numWorkers
15189,4007860,3,0,2,2,3,3,4,30104104,1,3,0101000020F70700001DDCE80B13B80A414F3D0D8E05392341,4101,193,5.13925671201466,1
15191,4007880,8,3,2,1,5,97,4,30104104,1,3,0101000020F707000060F1C8BCA5960A4145EB69480E3F2341,4104,194,24.8906376412239,3
15192,4007890,1,0,3,2,4,4,4,30104104,1,3,0101000020F70700008B3CFC807FAC0A41F7457D79C33C2341,4101,195,15.5458260269016,0
15194,4007910,4,0,3,2,3,3,4,30104104,1,3,0101000020F7070000CED5B68756AA0A416515D6A11F3C2341,4101,196,5.13842099929805,2
15195,4007920,2,1,3,2,3,3,4,30104104,1,3,0101000020F7070000E73D12D36AAA0A41A13C46ABCA3B2341,4101,197,11.8536806423381,1
15196,4007930,3,1,3,1,3,3,4,30104104,1,3,0101000020F70700001632DE91A0B30A4180BC893FE1372341,4101,198,5.13925671201466,2
15197,4007940,3,2,2,1,4,3,4,30104104,1,3,0101000020F70700003B9ADCF77FB20A418E776FDDC6382341,4101,199,5.13925671201466,1
15198,4007950,2,2,2,1,7,5,4,30104105,1,3,0101000020F7070000571A6826B9950A4146138C98793F2341,4104,200,11.8536806423381,2
15199,4007960,6,2,3,1,5,97,4,30104105,1,3,0101000020F70700007E15FF8588B40A41B6498EFF033B2341,4101,201,89.8433336367237,2
15200,4007970,2,1,3,1,3,2,4,30104105,1,3,0101000020F7070000A1463E3BBCB30A41060DBDE245382341,4101,202,11.8536806423381,2
15201,4007980,1,0,3,2,3,1,4,30104105,1,3,0101000020F707000079F7A0CA18BA0A41E04CF94D1F392341,4101,203,15.5458260269016,1
15202,4007990,5,2,3,2,2,4,4,30104105,1,3,0101000020F707000094FB26F69C960A4107BCC6C61A3F2341,4104,204,143.958287273013,2
15203,4008000,3,1,3,1,4,3,4,30104105,1,3,0101000020F707000069863289EFB30A410FE8F77B30382341,4101,205,5.13813302682456,1
15204,4008010,2,1,3,1,3,4,4,30104105,1,3,0101000020F707000082CDAA3068AB0A410021E27A793C2341,4101,206,11.8536806423381,2
15205,4008020,2,0,2,1,4,2,4,30104105,1,3,0101000020F7070000C7817DC874B40A41AA5BA71D65392341,4101,207,6.09194131062748,0
15207,4008040,6,1,2,1,4,3,4,30104105,1,3,0101000020F70700008765358BC0B80A41E17AFE8B91372341,4101,208,5.13716018281437,2
15208,4008050,2,0,2,1,2,1,4,30104105,2,3,0101000020F7070000433F1A53B29D0A41E9816072583C2341,4104,209,106.856143511293,1
15209,4008060,2,1,3,1,3,2,4,30104105,1,3,0101000020F7070000C567CBA04CB40A4174F20D3197392341,4101,210,11.8536806423381,1
15210,4008070,4,1,3,2,3,3,4,30104105,1,3,0101000020F70700009F1F7954BDAC0A41C2AAB881183B2341,4101,211,5.13842099929805,1
15211,4008080,3,1,3,2,3,3,4,30104105,1,3,0101000020F707000036B5332C7DAB0A4131C2FE0B5E3C2341,4101,212,5.13925671201466,2
15212,4008090,8,0,2,1,3,1,4,30104105,1,3,0101000020F7070000057463239BB70A41626684AA93382341,4101,213,5.136138295606,0
15214,4008110,2,1,3,1,6,5,4,30104106,1,3,0101000020F7070000D185CAA805930A41DCBB6A7D67402341,4104,214,6.09194131062748,0
15215,4008120,2,0,3,1,3,97,4,30104106,1,3,0101000020F7070000C5EF92BED2AB0A4124F7B227743C2341,4101,215,11.8536806423381,1
15216,4008130,5,1,2,2,2,3,4,30104106,1,3,0101000020F707000079F7A0CA18BA0A41E04CF94D1F392341,4101,216,5.13767120265912,1
15218,4008150,4,0,2,2,3,2,4,30104106,1,3,0101000020F70700006C5A6870DEAD0A4140DA6F9CD73A2341,4101,217,5.13804378218375,1
15221,4008180,2,1,3,1,3,98,4,30104106,1,3,0101000020F70700003C4FEB4D4DAE0A41CF1C4671B13A2341,4101,218,11.8536806423381,2
15224,4008210,4,1,3,1,5,3,4,30104106,1,3,0101000020F7070000ED3DC92CACB60A41CDAEFAACE0392341,4101,219,5.13775457687417,3
15225,4008220,1,0,3,1,6,3,4,30104106,1,3,0101000020F7070000CBDE6EFF57B70A41F17CFFCD77372341,4101,220,15.5458260269016,0
15226,4008230,2,1,3,1,3,5,4,30104106,1,3,0101000020F7070000166E774E30B30A41CFF8A69E323B2341,4101,221,11.8536806423381,2
15229,4008260,1,0,3,2,2,2,4,30104107,1,3,0101000020F7070000AEA2A78500960A4120A29419003E2341,4104,222,15.5458260269016,0
15230,4008270,1,0,3,1,3,1,4,30104107,1,3,0101000020F70700003C4FEB4D4DAE0A41CF1C4671B13A2341,4101,223,15.5458260269016,0
15231,4008280,1,1,3,1,3,2,4,30104107,1,3,0101000020F70700003C4FEB4D4DAE0A41CF1C4671B13A2341,4101,224,30.2490204104184,1
15232,4008290,5,0,3,2,3,2,4,30104107,1,3,0101000020F7070000607A42139CAB0A41BFDD14092D3C2341,4101,225,5.13767120265912,2
15233,4008300,6,1,2,1,4,2,4,30104107,1,3,0101000020F70700003C2F4A3505930A41F76BF4F56D402341,4104,226,5.13716018281437,1
15234,4008310,2,2,3,1,5,3,4,30104107,1,3,0101000020F7070000C8EA872AF79C0A41A9ACEB428C3C2341,4104,227,11.8536806423381,2
15235,4008320,1,1,3,1,3,3,4,30104107,1,3,0101000020F70700006C5A6870DEAD0A4140DA6F9CD73A2341,4101,228,15.5458260269016,0
15238,4008350,3,0,3,1,7,4,4,30104107,1,3,0101000020F7070000883AD03E33B40A41232ABF29B0392341,4101,229,199.916778062301,3
15239,4008360,2,0,3,1,2,4,4,30104107,1,3,0101000020F70700004A0FB99480AB0A41EE722469733C2341,4101,230,11.8536806423381,1
15240,4008370,6,1,2,2,3,2,4,30104107,1,3,0101000020F70700008E8080E401AC0A4138783236C03B2341,4101,231,5.13716018281437,2
15241,4008380,4,1,3,2,3,4,4,30104107,1,3,0101000020F707000036B5332C7DAB0A4131C2FE0B5E3C2341,4101,232,117.802793671237,2
15242,4008390,3,1,3,2,3,4,4,30104107,1,3,0101000020F70700000A01C655D4B00A41E52AD9D50B3A2341,4101,233,40.253011992043,2
15243,4008400,1,0,3,1,3,1,4,30104201,1,3,0101000020F7070000DA17AFA8B0AA0A41C94DD8F24D312341,4202,234,20.0421639008912,0
15244,4008410,2,1,3,1,3,4,4,30104201,1,3,0101000020F7070000F1F5D30EB4A90A41D46EDE67F3332341,4202,235,34.6942002808262,2
15247,4008440,3,1,3,1,3,4,4,30104201,1,3,0101000020F707000076711574B7A80A41ED79C54B90322341,4201,236,17.7408943213285,3
15248,4008450,1,0,3,1,3,5,4,30104201,1,3,0101000020F707000038AB27CA23A80A41252ADACE42332341,4201,237,20.0421639008912,0
15249,4008460,2,0,3,2,2,2,4,30104201,1,3,0101000020F7070000CC6510C699AC0A41F2B4E38B3E312341,4202,238,27.9921448209831,1
15250,4008470,2,1,3,1,4,2,4,30104201,1,3,0101000020F70700005B2ED1C805A90A41A10448EF13322341,4201,239,49.740162754953,2
15251,4008480,1,0,3,2,2,1,4,30104201,1,3,0101000020F707000059FBDB9FB3B50A41CEB815826E332341,4201,240,20.0421639008912,0
15252,4008490,3,0,3,1,2,1,4,30104201,1,3,0101000020F7070000D3ADB12441AA0A41281AF709A2312341,4202,241,6.04933612286419,0
15253,4008500,6,1,3,2,3,3,4,30104201,1,3,0101000020F707000062D3A0ACF4AA0A413C4DBECA15342341,4202,242,37.1110497756787,2
15254,4008510,1,1,3,1,2,2,4,30104201,1,3,0101000020F707000030034CAEE9AD0A419D90A662CA312341,4202,243,104.443983570811,1
15255,4008520,4,2,3,2,3,2,4,30104201,1,3,0101000020F7070000E18EC07E7BA90A41D39AEBC06F312341,4202,244,82.7747316807001,2
15256,4008530,2,0,3,1,3,1,4,30104201,1,3,0101000020F707000074F4F3BB5FA70A41E0F51A525B312341,4202,245,27.9921448209831,1
15257,4008540,4,0,3,2,4,3,4,30104201,1,3,0101000020F707000097D92D8790B60A419C3B7760C9322341,4201,246,7.21219121820282,2
15259,4008560,1,0,3,2,4,1,4,30104202,3,3,0101000020F7070000011C236150AC0A41D0312A2438342341,4201,247,20.0421639008912,1
15260,4008570,1,0,3,2,2,1,4,30104202,1,3,0101000020F707000059FBDB9FB3B50A41CEB815826E332341,4201,248,20.0421639008912,0
15261,4008580,1,0,3,1,4,1,4,30104202,1,3,0101000020F7070000DA17AFA8B0AA0A41C94DD8F24D312341,4202,249,20.0421639008912,0
15262,4008590,1,0,3,1,2,1,4,30104202,1,3,0101000020F7070000870185BD74AE0A4130AC497F11342341,4201,250,20.0421639008912,1
15265,4008620,2,1,3,1,2,3,4,30104202,1,3,0101000020F70700008E9AA60D34B40A41814436A4AA312341,4202,251,61.649265522792,2
15268,4008650,3,1,3,1,4,97,4,30104202,1,3,0101000020F7070000238F069A8FA80A41D2DC90FB3A322341,4201,252,12.3744295686658,3
15269,4008660,3,1,3,1,2,2,4,30104202,1,3,0101000020F707000030034CAEE9AD0A419D90A662CA312341,4202,253,39.0721436896654,2
15270,4008670,3,1,3,2,4,97,4,30104202,1,3,0101000020F7070000EA27846FF7A80A41A62864C5A5332341,4201,254,31.5243785928051,1
15276,4008730,1,0,3,1,1,2,4,30104203,1,3,0101000020F70700005181CC2D6AAE0A41B64C2A422E312341,4202,255,104.443983570811,1
15278,4008750,1,0,3,1,3,1,4,30104203,1,3,0101000020F70700002FABA9A8B2A70A41E1250EA876332341,4201,256,20.0421639008912,0
15280,4008770,2,0,2,2,2,1,4,30104203,1,3,0101000020F7070000EECBB25021AF0A41C8D4E80F4B312341,4202,257,16.9605296024419,1
15281,4008780,1,1,3,1,3,1,4,30104203,1,3,0101000020F70700008E9AA60D34B40A41814436A4AA312341,4202,258,20.0421639008912,0
15282,4008790,1,0,3,1,4,3,4,30104203,1,3,0101000020F7070000011C236150AC0A41D0312A2438342341,4201,259,20.0421639008912,0
15284,4008810,2,1,3,1,3,2,4,30104203,1,3,0101000020F70700003E2A27E5C5BA0A41D45753446B322341,4202,260,5.37152198967266,0
15285,4008820,2,1,3,1,4,4,4,30104203,1,3,0101000020F7070000F3CCD0C5CBAB0A41214402C1ED332341,4201,261,27.9921448209831,1
15287,4008840,1,0,3,2,4,1,4,30104203,3,3,0101000020F7070000AF16346401AB0A41035C1772BD332341,4201,262,35.6135801942728,0
15288,4008850,5,1,3,1,6,5,4,30104401,1,2,0101000020F7070000713D0AD7D39D0A411F85EB5108342341,4405,263,73.7658601265348,1
15289,4008860,1,1,3,1,4,3,4,30104401,1,2,0101000020F7070000D6ECED030A880A412EDD0EDA39302341,4406,264,131.634955314552,1
15290,4008870,2,2,3,1,6,5,4,30104401,1,2,0101000020F70700000845FD32DB830A4115E163EC31312341,4406,265,79.881846479298,1
15291,4008880,2,1,3,1,5,5,4,30104401,1,2,0101000020F7070000A7F8439863890A4166B327FD5C372341,4402,266,41.0535373121411,0
15292,4008890,3,1,3,2,3,4,4,30104401,1,2,0101000020F7070000EB129426038F0A415E252BE776382341,4402,267,16.7357322702715,2
15294,4008910,2,1,3,1,3,3,4,30104401,1,2,0101000020F707000003C34E84678C0A414448FD395A382341,4402,268,199.56350199881,1
15296,4008930,2,2,3,1,5,4,4,30104401,1,2,0101000020F707000058431B1323840A41356A3A9657302341,4406,269,41.0535373121411,0
15300,4008970,4,3,3,1,4,5,4,30104401,1,2,0101000020F7070000C6D92B3F77930A41CFCE22ACE9362341,4403,270,199.917079289449,3
15302,4008990,4,2,3,3,4,4,4,30104401,1,2,0101000020F7070000DC853B6235900A419A9A93C7E1342341,4402,271,199.536850091654,2
15304,4009010,4,2,3,2,4,4,4,30104402,1,2,0101000020F7070000C94EFB14EE920A4186783E7272342341,4402,272,38.9797789770875,1
15307,4009040,1,1,3,2,4,1,4,30104402,1,2,0101000020F70700009B7AC724D3A40A4193FCC545A6372341,4404,273,67.6509218022205,1
15310,4009070,5,1,2,1,5,5,4,30104402,1,2,0101000020F70700002F54BB96CC8C0A41A4A196F90A3B2341,4401,274,199.524234119382,2
15315,4009120,5,2,3,1,7,5,4,30104402,1,2,0101000020F7070000B7B33376A9950A41B1638B5882312341,4407,275,143.533383475304,2
15319,4009160,2,1,3,1,0,98,4,30104403,1,2,0101000020F7070000ED789473A2890A419AD7B0E69B362341,4402,276,41.0535373121411,0
15320,4009170,2,2,3,1,6,4,4,30104403,1,1,0101000020F70700002A6FF16F7A860A410F6F1CA2A83B2341,4401,277,199.558856074783,2
15322,4009190,3,0,3,2,3,3,4,30104403,1,2,0101000020F70700001EFE881118890A41CA6D07DBE7352341,4402,278,199.549993817345,2
15324,4009210,2,1,3,1,4,98,4,30104403,1,2,0101000020F7070000CC649E9FCE800A418D530DF89C382341,4401,279,41.0535373121411,1
15325,4009220,3,3,3,1,6,4,4,30104403,1,2,0101000020F707000004296DF8978B0A41B6D40EF0CD2F2341,4407,280,100.301244073962,2
15327,4009240,1,1,3,2,3,2,4,30104403,2,2,0101000020F707000048CFF13018920A4103827CD676352341,4403,281,67.6509218022205,1
15328,4009250,4,2,3,1,4,98,4,30104403,1,2,0101000020F707000072AEF4FB43930A411F063D4A62342341,4402,282,75.8467338970032,1
15333,4009300,8,1,2,2,4,2,4,30104404,1,2,0101000020F7070000BB83B75DF9930A416EEEB9E5FD362341,4403,283,45.5517164783409,0
15336,4009330,2,1,3,1,4,3,4,30104404,1,2,0101000020F70700005C8FC2F576860A411F85EB5124362341,4402,284,41.0535373121411,0
15340,4009370,1,0,3,1,3,98,4,30104404,1,2,0101000020F7070000BA4A8118FF8D0A41C8CF909538382341,4402,285,67.6509218022205,0
15344,4009410,3,2,3,1,5,3,4,30104404,2,2,0101000020F70700002FF0228367870A4194CDDD0E762E2341,4406,286,16.7357322702715,2
15346,4009430,2,1,3,1,6,4,4,30104404,2,2,0101000020F707000093A61A11389F0A4149A50F3BD4372341,4403,287,79.881846479298,1
15350,4009470,2,0,3,1,4,1,4,30104405,1,2,0101000020F7070000330C92A9DC920A41C215CD486F362341,4403,288,41.0535373121411,0
15351,4009480,2,1,3,2,5,3,4,30104405,1,2,0101000020F70700006331515905950A416E8453A5DA342341,4403,289,41.0535373121411,1
15352,4009490,1,1,3,1,2,2,4,30104405,1,2,0101000020F7070000D08201ED588B0A412C1ABE926C332341,4406,290,67.6509218022205,1
15353,4009500,6,1,3,1,4,98,4,30104405,1,2,0101000020F70700000EFA11B89F930A41A66DE288D6352341,4403,291,171.231166398328,2
15355,4009520,2,2,3,1,4,5,4,30104405,1,2,0101000020F7070000056B09A7F8920A416ABDB86BBE332341,4403,292,79.881846479298,2
15357,4009540,6,2,2,1,3,5,4,30104405,1,2,0101000020F7070000F8434E84C19D0A4190EE01DD45342341,4405,293,171.231166398328,2
15360,4009570,7,2,2,1,7,2,4,30104405,1,1,0101000020F707000027D50DB0FB880A41218FE2603E3A2341,4401,294,141.995223485316,2
15366,4009630,1,0,3,1,5,3,4,30104406,1,2,0101000020F707000029B2C399E28C0A412CB5389AB02F2341,4407,295,67.6509218022205,0
15368,4009650,3,1,2,1,6,98,4,30104406,1,2,0101000020F7070000EC8087107CA10A4191112C0A66382341,4404,296,5.13833032908378,1
15370,4009670,2,2,3,1,6,5,4,30104406,1,1,0101000020F70700008C4383783C820A41B78DDBD3A3392341,4401,297,41.0535373121411,1
15371,4009680,2,2,3,1,6,5,4,30104406,1,2,0101000020F7070000591150AED2810A4179A0ACC947392341,4401,298,41.0535373121411,2
15372,4009690,2,1,3,1,4,98,4,30104406,1,2,0101000020F7070000F43646335B970A41868D9693DD352341,4403,299,41.0535373121411,0
15373,4009700,4,2,3,1,4,5,4,30104406,1,2,0101000020F7070000A4CEDB2353870A410A10437D442E2341,4406,300,199.536850091654,2
15376,4009730,3,2,3,1,4,5,4,30104406,1,2,0101000020F7070000C29F985A48800A4128DE9A5C78392341,4401,301,199.549993817345,2
15382,4009790,5,2,3,1,5,4,4,30104701,1,1,0101000020F7070000E0AFD0EAF7380A41FC5C5DBA2F352341,4702,302,18.3646713083489,1
15383,4009800,4,2,3,1,6,5,4,30104701,1,1,0101000020F7070000A0CF001055210A41711D2601152F2341,4701,303,8.90585528620977,3
15385,4009820,5,2,3,1,4,4,4,30104701,1,1,0101000020F7070000F6A956B54F2A0A4156422767E12F2341,4702,304,18.3646713083489,2
15386,4009830,1,0,3,1,2,1,4,30104701,1,1,0101000020F7070000B3A8F78159150A4111550D1144312341,4701,305,12.6152033898233,0
15387,4009840,4,2,3,2,4,5,4,30104701,1,1,0101000020F7070000961EC8184E380A419486CF408A322341,4702,306,17.7810196028623,2
15388,4009850,1,0,3,1,4,2,4,30104701,1,1,0101000020F7070000EA1F59227A340A41EEC88CCF49322341,4702,307,12.6152033898233,0
15389,4009860,5,2,3,1,5,5,4,30104701,1,1,0101000020F70700000CA47C1B1A290A418B1B4FAEB1302341,4702,308,18.3646713083489,2
15390,4009870,4,2,3,1,8,4,4,30104701,1,1,0101000020F7070000B36C1412E7380A413FC94A733B372341,4702,309,8.20463207623128,2
15391,4009880,3,1,3,1,2,1,4,30104701,1,1,0101000020F70700008E33AC71E93A0A4184F97D4D7B372341,4702,310,8.76132311662888,2
15392,4009890,1,1,3,2,-2,1,4,30104701,1,3,0101000020F707000019EE0AF8D1350A41A5533DD805332341,4702,311,12.6152033898233,1
15395,4009920,2,1,3,1,7,5,4,30104702,1,1,0101000020F7070000F55DD2EBE33A0A415FDC4DC3BE332341,4702,312,12.5604652124162,1
15396,4009930,3,2,3,1,5,4,4,30104702,1,1,0101000020F7070000A91AE1ABE4220A4106B4B185ED2E2341,4701,313,14.6470512318874,3
15397,4009940,3,3,3,1,7,5,4,30104702,1,1,0101000020F70700006A66F6D0322E0A41A44B5A6426312341,4702,314,5.67386400494575,3
15402,4009990,6,1,3,1,7,4,4,30104702,1,1,0101000020F707000032078E52C8310A410BBE713B52322341,4702,315,14.6658545604972,0
15403,4010000,4,2,3,2,3,98,4,30104702,1,1,0101000020F7070000D61D6DE6D8370A4183A1B9D39A322341,4702,316,8.20463207623128,2
15404,4010010,3,1,3,1,6,3,4,30104702,1,1,0101000020F7070000BBE9E12A093A0A41A45989FC75372341,4702,317,8.7386209591219,1
15405,4010020,1,1,3,2,2,3,4,30104702,1,1,0101000020F70700008824D51E92390A411F56CC8B2A332341,4702,318,14.3939618084059,1
15406,4010030,1,1,3,2,2,97,4,30104702,1,1,0101000020F7070000BE49F12F563D0A4149FA0492E2352341,4702,319,14.3939618084059,1
15423,4010200,5,2,3,1,6,5,4,30104704,1,1,0101000020F7070000FB5645CCD9FF0941A0DFEB9C7C302341,4701,320,8.47394438852475,2
15424,4010210,1,1,3,2,2,3,4,30104704,2,1,0101000020F70700003C00D978EE020A418DE9555A1A302341,4701,321,14.3939618084059,1
15426,4010230,2,2,3,1,4,4,4,30104704,1,1,0101000020F7070000DE0B978373190A419AF3CDE6D9302341,4701,322,11.0082842677056,0
15427,4010240,6,1,3,1,4,4,4,30104704,1,3,0101000020F7070000FA2E52EB12050A4174D10CC674302341,4701,323,14.0481693722366,3
15428,4010250,2,1,3,1,3,3,4,30104704,1,3,0101000020F70700009F2009249D100A41AB24B40EE42F2341,4701,324,11.0082842677056,0
15429,4010260,2,1,3,1,3,5,4,30104704,1,1,0101000020F7070000B411773B83020A41296C3DD342302341,4701,325,11.0082842677056,0
15430,4010270,4,2,3,2,4,3,4,30104704,1,3,0101000020F707000073A4B6A32E0A0A41C6029A5FB9312341,4701,326,17.7810196028623,2
15432,4010290,2,1,3,1,5,2,4,30104704,1,1,0101000020F7070000C85CE47D8D080A419020934876302341,4701,327,11.0082842677056,0
15433,4010300,4,1,3,2,3,3,4,30104704,4,1,0101000020F707000063B71CAF980A0A41DD9156B723312341,4701,328,8.20463207623128,1
15438,4010350,5,1,3,1,8,5,4,30104705,1,3,0101000020F70700005A37B79D50170A41368112E828342341,4701,329,18.3646713083489,2
15439,4010360,2,2,3,1,5,5,4,30104705,1,3,0101000020F7070000D1C0E44BD3070A41E83A227C702E2341,4701,330,12.5604652124162,1
15440,4010370,2,0,3,1,4,3,4,30104705,1,3,0101000020F70700000FF6C197510A0A4151C6DB6E67312341,4701,331,11.0082842677056,0
15441,4010380,1,0,3,1,2,3,4,30104705,1,3,0101000020F7070000AA0C206A31120A41074CF4DE58302341,4701,332,12.6152033898233,0
15442,4010390,2,1,3,1,4,3,4,30104705,1,1,0101000020F7070000FF8FCB3FE91B0A415CDB9BD796302341,4701,333,11.0082842677056,0
15444,4010410,2,2,3,1,5,5,4,30104705,1,1,0101000020F707000058E85D2CF6150A411B3C66AD0D342341,4701,334,27.2209498351607,2
15445,4010420,2,1,3,1,3,2,4,30104705,1,3,0101000020F70700008F4DDB37510B0A41DCB75B85D1312341,4701,335,11.0082842677056,0
15448,4010450,2,1,3,1,4,5,4,30104705,1,1,0101000020F70700006112E729F71C0A4100F11A0DB0312341,4701,336,69.5026526532507,2
15449,4010460,3,1,3,1,5,2,4,30104705,1,3,0101000020F7070000FF498A1A4E090A41A883359C5C2F2341,4701,337,7.65873094657764,0
15451,4010480,3,1,3,1,6,4,4,30104705,1,1,0101000020F7070000C7F762AEFA180A41E5F7C72F37302341,4701,338,8.7386209591219,1
15452,4010490,1,1,3,1,3,2,4,30104705,1,3,0101000020F70700005FBAE1387F020A41C6A0852027302341,4701,339,12.6152033898233,1
15453,4010500,5,3,3,1,8,5,4,30104706,1,1,0101000020F7070000C5D09F5771FE09412F9C7378643A2341,4709,340,23.7450676570557,3
15454,4010510,2,1,3,1,4,3,4,30104706,1,1,0101000020F7070000C5D09F5771FE09412F9C7378643A2341,4709,341,11.0082842677056,1
15455,4010520,2,1,3,1,4,3,4,30104706,1,1,0101000020F70700004C116075EEF90941E6773C369A3A2341,4709,342,12.5604652124162,1
15456,4010530,4,2,3,1,3,2,4,30104706,1,1,0101000020F70700004C116075EEF90941E6773C369A3A2341,4709,343,8.20463207623128,1
15457,4010540,3,1,3,1,7,97,4,30104706,1,1,0101000020F7070000C5D09F5771FE09412F9C7378643A2341,4709,344,8.7386209591219,1
15458,4010550,4,1,3,1,3,97,4,30104706,1,1,0101000020F7070000FB6E22E5B4FF094164E0147B5F392341,4709,345,8.20463207623128,2
15459,4010560,4,0,3,1,3,2,4,30104706,1,1,0101000020F70700005CF255A75EFA0941D6CECA759B392341,4709,346,13.7163833315607,1
15460,4010570,5,2,3,2,4,3,4,30104706,1,1,0101000020F70700002B775FDCDEFC0941CB0F009100382341,4709,347,8.47394438852475,2
15462,4010590,2,2,3,1,4,5,4,30104706,1,1,0101000020F70700005EFAD29013F90941A2E3C47286382341,4709,348,11.0082842677056,0
15464,4010610,2,1,3,1,3,3,4,30104706,1,1,0101000020F70700005AD52A6A53FE0941203DD188043A2341,4709,349,27.2209498351607,2
15465,4010620,1,1,3,1,6,2,4,30104706,1,1,0101000020F7070000438ED4FADEF809415D3B3E883A392341,4709,350,14.3939618084059,1
15466,4010630,3,2,3,1,5,4,4,30104706,1,1,0101000020F70700007D0A58A88DF80941414794EE56372341,4709,351,14.6470512318874,2
15468,4010650,3,1,3,1,5,2,4,30104707,1,1,0101000020F7070000BA20016FF6F70941E1C632066C392341,4709,352,7.65873094657764,0
15469,4010660,2,0,3,1,2,4,4,30104707,1,1,0101000020F7070000C5D09F5771FE09412F9C7378643A2341,4709,353,27.2209498351607,2
15474,4010710,4,3,3,1,5,97,4,30104707,1,1,0101000020F707000084360FBC64F709410D2EF03026392341,4709,354,22.9904203779269,3
15475,4010720,4,0,3,1,2,1,4,30104707,1,1,0101000020F7070000C5D09F5771FE09412F9C7378643A2341,4709,355,7.19073065206275,0
15477,4010740,1,1,3,2,2,2,4,30104707,1,1,0101000020F7070000A606B26D23F80941C57BE52BB4382341,4709,356,12.6152033898233,1
15480,4010770,5,1,3,1,5,4,4,30104707,1,1,0101000020F7070000CE14341E41040A41C06B1EB7B1372341,4709,357,18.3646713083489,2
15481,4010780,3,0,3,2,3,3,4,30104707,1,1,0101000020F7070000C5D09F5771FE09412F9C7378643A2341,4709,358,14.6470512318874,2
15482,4010790,4,2,3,1,5,4,4,30104707,1,1,0101000020F7070000C5D09F5771FE09412F9C7378643A2341,4709,359,11.5150515228039,3
15483,4010800,3,1,2,1,4,5,4,30305301,2,3,0101000020F7070000EEBBAFCBE2A30A418C4CD8D05D542341,5306,360,50.9742590623409,0
15486,4010830,10,0,2,2,4,2,4,30305301,1,3,0101000020F70700009E4FAF81CFA80A4115498822E7522341,5301,361,64.6159660138399,0
15488,4010850,8,2,3,2,5,4,4,30305301,1,3,0101000020F707000047B71F614EA90A412AA1B8ADB5502341,5305,362,94.7270379519208,2
15489,4010860,1,0,3,1,3,2,4,30305301,1,3,0101000020F7070000DC0938AABCA80A411D95BFCD0E4C2341,5303,363,16.0398707490234,1
15492,4010890,6,0,2,2,3,2,4,30305301,4,2,0101000020F70700001077FD939A9D0A41C23BF27FFB512341,5305,364,69.3581302500759,1
15493,4010900,4,0,2,2,2,2,4,30305301,1,3,0101000020F707000062458B1E18B20A4115207DDD5D512341,5302,365,30.6127194387858,1
15494,4010910,2,0,2,1,4,1,4,30305301,1,3,0101000020F7070000538372ABBFB50A416B992FEE18512341,5302,366,52.6280722591091,0
15495,4010920,2,0,3,2,3,3,4,30305301,1,3,0101000020F7070000AA97AC039CAF0A414F6D1782284C2341,5303,367,29.4131574483341,1
15496,4010930,1,0,2,1,3,1,4,30305301,1,3,0101000020F70700008587347C13A20A419611F48F89542341,5306,368,57.9826028439563,0
15497,4010940,9,0,2,2,5,2,4,30305301,1,3,0101000020F70700003A231E3F3FA40A41ECAAEBC5FE522341,5305,369,63.9460303639228,0
15499,4010960,5,1,3,1,3,5,4,30305302,1,3,0101000020F707000007665606DCB20A41D1F27D5F6B4E2341,5303,370,199.345429816373,2
15501,4010980,2,0,3,1,4,5,4,30305302,1,3,0101000020F70700005DB1363857AA0A41FAF4E2DD224F2341,5303,371,29.4131574483341,0
15503,4011000,3,1,3,1,6,4,4,30305302,2,3,0101000020F70700004F48D78D3DAE0A41E68FF5F90A4D2341,5303,372,199.345429816373,2
15509,4011060,4,1,2,2,3,3,4,30305302,1,3,0101000020F707000031B1773A48A40A410B69C67F3C532341,5305,373,57.7978195187952,2
15513,4011100,11,0,2,1,4,1,4,30305303,1,3,0101000020F70700006FA95D4DCCB10A417852298DD7512341,5301,374,65.2929202976347,0
15515,4011120,3,0,2,2,3,3,4,30305303,1,3,0101000020F7070000B6BFDBEC3CAB0A4174E8607DF3522341,5301,375,46.5624054818627,1
15516,4011130,4,0,2,3,2,1,4,30305303,1,3,0101000020F7070000275AECA3D6A40A41E8A630B73E542341,5306,376,18.6809852789698,2
