TAZ_NUM,DESCRIPT,P4_ESCO,P5_SHOP,P6_MAIN,P7_EATI,P8_VISI,P9_DISC,P10_ATWO,P11_ALLNM,P12_WHOM1,P13_WHOM2,P14_WHOM3,P15_WHOM4,P16_WHOM5,P17_WHOM6,P18_WHOM7,P19_WHOM8,P20_SHOM1,P21_SHOM2,P22_SHOM3,P23_WHOM,P24_WHOM,P25_WHOM,P26_WHOM,P27_WHOM,P28_WHOM,P29_WHOM,P30_WHOM,P31_WHOM,P32_WHOM,P33_WHOM,P34_WHOM,P35_WHOM,P36_WHOM,P37_WHOM,P38_WHOM,P39_WHOM,P40_WHOM,P41_WHOM,P42_WHOM,P43_WHOM,P44_WHOM,P45_WHOM,P46_WHOM,P47_WHOM,P48_WHOM,P49_WHOM,P50_WHOM,P51_WHOM,P52_WHOM,P53_WHOM,P54_WHOM,P55_SCHU1,P56_SCHU2,P57_SCHU3,P58_SCHS1,P59_SCHS2,P60_SCHS3,P61_SCHA1,P62_SCHA2,P63_SCHA3,P64_SCHT1,P65_SCHT2,P66_SCHT3,P67_UNIV,ACCESS1,ACCESS2,ACCESS3,ACCESS4,ACCESS5,ACCESS6,ACCESS7,ACCESS8,ACCESS9,ACCESS10,ACCESS11,ACCESS12,ACCESS13,ACCESS14,ACCESS15,ACCESS16,ACCESS17,ACCESS18,ACCESS19,ACCESS20,ACCESS21,ACCESS22,ACCESS23,ACCESS24,ACCESS25,ACCESS26,ACCESS27,ACCESS28,ACCESS29,ACCESS30,ACCESS31,ACCESS32,ACCESS33,ACCESS34,ACCESS35,ACCESS36,ACCESS37,ACCESS38,ACCESS39,ACCESS40,ACCESS41,ACCESS42,ACCESS43,ACCESS44,ACCESS45,ACCESS46,ACCESS47,ACCESS48,ACCESS49,ACCESS50,ACCESS51,ACCESS52,ACCESS53,ACCESS54,ACCESS55,ACCESS56,ACCESS57,ACCESS58,ACCESS59,ACCESS60,ACCESS61,ACCESS62,ACCESS63,ACCESS64,ACCESS65,ACCESS66,ACCESS67,ACCESS68,ACCESS69,ACCESS70,ACCESS71,ACCESS72,ACCESS73,ACCESS74,ACCESS75,ACCESS76,ACCESS77,ACCESS78,ACCESS79,ACCESS80,ACCESS81,ACCESS82,ACCESS83,ACCESS84,ACCESS85,ACCESS86,ACCESS87,ACCESS88,ACCESS89,ACCESS90,ACCESS91,ACCESS92,ACCESS93,ACCESS94,ACCESS95,ACCESS96,ACCESS97,ACCESS98,ACCESS99,ACCESS100,ACCESS101,ACCESS102,ACCESS103,ACCESS104,ACCESS105,ACCESS106,ACCESS107,ACCESS108,ACCESS109,ACCESS110,ACCESS111,ACCESS112,ACCESS113,ACCESS114,ACCESS115,ACCESS116,ACCESS117,ACCESS118,ACCESS119,ACCESS120,ACCESS121,ACCESS122,ACCESS123,ACCESS124,ACCESS125,ACCESS126,ACCESS127,ACCESS128,ACCESS129,ACCESS130,ACCESS131,ACCESS132,ACCESS133,ACCESS134,ACCESS135,ACCESS136,ACCESS137,ACCESS138,ACCESS139,ACCESS140,ACCESS141,ACCESS142,ACCESS143,ACCESS144,ACCESS145,ACCESS146,ACCESS147,X.,X,X.1,X.2,X.3,X.4,X.5,X.6
8453,NA,8607,27.752699,46.451474,21.436469,22.593033,51.004872,29.440064,223.316549,33.808673,18.622511,110.75136,32.322455,4.405611,0.318128,2.114967,21.245699,998,1908.5,1742.5,19.3277,15.046191,90.700408,27.913454,6.213315,0,0,16.031935,0.341602,0.034859,1.726842,1.078106,0.436251,0,2.121289,4.086313,0.813046,0.812687,0.974957,0.635993,0,0,0.00414,0.258349,4.567509,3.26224,14.78458,2.741597,0.496131,0,0.08766,1.87949,790,1486.5,767.5,208,422,975,0,0,0,998,1908.5,1742.5,291,318.996059,349.766067,1118.289725,509.362294,170.324367,20.348544,109.005466,367.104102,11171.572022,21498.014593,7491.806182,5347.068151,7872.894679,715.699269,8574.864096,13460.349387,42239.940834,9440.365152,12337.946017,10392.014363,2099.279794,2741.768102,2311.162667,1731.155414,2332.331127,1932.668168,890.96745,1166.082884,981.382878,437.470025,565.40803,479.609554,2080.149153,2701.373209,2283.309622,18647.202022,33465.065801,24166.400951,1905.32562,2974.901703,9235.400635,1534.784086,2586.699775,8403.429015,808.576074,1273.160017,4004.467987,398.313803,617.87704,1907.172093,1897.43613,2940.609501,9155.203592,568.607748,2944.009045,37.780627,23.688276,132.209579,37.400279,7.932661,0.399802,4.55431,27.029759,136.356588,150.548801,482.217784,239.099274,85.039998,6.105969,49.721447,173.861523,1048.071139,2060.408682,1414.429877,4409.453555,775.901543,1485.258187,1160.626167,1587.756395,22.029828,7.17534,15.115492,1.598291,67.021554,26.490629,26.399985,12.2001,10.056985,15.707441,0.867491,0,2.6141200000000002,43.965103,14.661633,83.912236,64.136017,1.207502,51.186289,46.717074,0.785513,30.143147,234.231802,0.986145,86.786851,77.086061,0.624331,25.065795,19.6278,0.052093,5.636648,0.055772,0,0,1.213925,0.09584,1.633808,41.692905,0.89166,14.568521,236.661727,1.207502,13.865171,173.199968,0.785513,9.125484,687.987643,0.986145,35.284537,308.014537,0.624331,7.533392,111.802482,0.052093,1.533142,8.141725,0,0,39.601253,0.09584,0.408819,149.57142,0.89166,4.554829,1182.470336,1843.568256,63.931769,69.354903,NA,NA,NA,NA,NA,NA,NA,NA
8454,NA,9,0,0,0,0.019638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.352026,332.705269,995.921091,488.115414,164.526735,20.12246,108.796227,344.747052,4312.114052,8445.827502,6414.607692,5461.940875,6433.364607,25.763002,6435.824249,12073.955969,42295.493881,7485.093702,10859.406177,8617.990179,1736.167145,2479.641255,1986.047642,1451.227788,2136.708742,1684.732752,706.761723,1026.860548,814.301339,337.949565,487.437189,388.210587,1627.183266,2354.861459,1870.68114,9446.929239,25514.982289,15499.86562,1502.414343,2731.599587,9376.014604,1219.729514,2411.688841,8542.537091,606.963908,1142.637004,4008.35693,290.550603,544.710454,1898.219955,1404.375914,2614.804864,9148.789325,414.688959,2924.604548,1.69722,1.959631,5.477899,2.152775,0.472595,0.251985,0.580179,1.385332,120.20921,138.968955,432.358325,229.230243,78.042048,5.199771,48.521061,158.911367,32.164226,140.990325,70.215173,136.797953,802.747897,1463.680322,1190.873716,1234.22996,21.299601,6.606745,14.639197,1.493773,64.910744,23.258963,25.699241,11.498668,9.862608,15.220363,0.882198,0,2.613012,40.396046,14.28502,77.914261,56.473643,1.177917,48.208706,41.135442,0.764558,28.403033,206.062621,0.959924,77.48106,67.83104,0.61068,23.50874,17.282141,0.05174,4.858584,0.050243,0,0,1.093572,0.094902,1.487085,36.572477,0.864555,13.63762,219.543888,1.177917,12.213952,163.489076,0.764558,8.017119,627.442058,0.959924,30.980697,299.484518,0.61068,6.625433,111.235032,0.05174,1.366618,8.589665,0,0,43.488222,0.094902,0.361585,144.018792,0.864555,4.008793,1218.980298,1502.147512,2.882172,2.484396,NA,NA,NA,NA,NA,NA,NA,NA
8461,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.209525,353.52826,1052.928507,521.615669,175.341842,21.25277,116.571512,366.653715,4256.265673,7813.37044,6499.503304,5487.61888,7705.851479,12.36608,7706.289252,12986.421971,42781.355808,8666.700073,11830.315083,9715.864897,2008.39744,2708.064552,2241.019905,1674.775359,2325.513865,1894.359586,818.279436,1118.451674,917.894602,391.252882,531.546945,437.895194,1885.096419,2566.003489,2110.028314,9362.628382,25372.064784,15398.626875,1793.209221,2950.273858,9512.319251,1458.680239,2592.913816,8678.456127,726.912849,1228.659268,4054.073139,347.625276,586.155974,1919.729822,1681.69509,2812.799598,9250.017208,497.804622,2951.27766,1.310363,2.849169,3.727209,2.680687,0.657043,0.50787,1.092917,1.501844,145.049414,166.440201,521.410994,273.872418,92.999782,6.242219,57.760176,190.085661,15.408831,29.048699,20.811763,65.592125,980.938111,1791.094236,1453.513322,1479.096532,21.508843,7.023988,14.764329,1.575628,65.458232,24.644,25.849742,12.321815,9.95157,16.237702,0.906948,0,2.623346,43.018116,14.374257,83.200907,60.266033,1.187174,51.481519,43.884224,0.771305,30.374011,218.809242,0.968433,82.748571,72.133707,0.612583,25.151416,18.387367,0.051483,5.130608,0.054484,0,0,1.185841,0.094647,1.564068,38.756729,0.874158,14.673123,233.397939,1.187174,13.023727,174.497657,0.771305,8.529374,669.983151,0.968433,32.817136,322.477337,0.612583,7.046193,119.777659,0.051483,1.459865,9.152509,0,0,47.46797,0.094647,0.388988,155.181202,0.874158,4.248448,1226.621214,1793.161647,1.381517,1.19253,NA,NA,NA,NA,NA,NA,NA,NA
8462,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.296948,371.554413,951.737423,469.711057,156.636516,34.453275,122.018778,328.714582,3545.196767,6470.385559,5748.564493,5229.346382,3612.947668,26.07153,3639.019198,10426.218663,39878.111731,5170.101778,9218.917313,6618.847298,1162.043707,2059.28871,1481.597174,1089.220102,1899.647083,1380.677943,491.465191,874.83977,628.674487,201.304085,383.534067,266.710707,1098.116045,1977.561829,1412.860222,8886.848668,23910.931758,14551.88045,828.708304,2315.72691,8863.148479,769.020794,2185.99755,8194.663003,346.277945,990.071027,3781.236016,131.014095,440.347953,1764.818651,766.286053,2232.833523,8598.658621,240.249702,2753.270794,0.98984,3.929185,2.299391,1.249479,0.442669,0.940407,1.243172,0.888334,94.562092,158.856199,328.82752,170.434049,55.754466,19.39577,52.858151,114.997799,18.035603,18.718339,0.398263,0,221.76509,553.586857,495.980535,432.355608,25.752144,5.136791,17.487764,1.238727,77.600228,18.440301,30.16093,8.692745,11.510386,11.595576,0.972908,0,2.828685,31.587453,16.955437,59.70011,42.585913,1.439116,37.684406,31.086138,0.939983,22.093978,159.119502,1.181072,60.529599,52.106361,0.701969,18.220538,13.245265,0.055621,3.950599,0.035486,0,0,0.772386,0.104629,1.246401,28.630293000000002,1.076273,10.250213,174.285764,1.439116,9.245323,128.205051,0.939983,6.152308,490.111798,1.181072,24.235747,224.800498,0.701969,5.085418,85.282682,0.055621,1.007962,8.318218,0,0,31.613448000000002,0.104629,0.260795,106.955477,1.076273,3.12297,1172.009269,821.68758,7.020724,2.447058,NA,NA,NA,NA,NA,NA,NA,NA
8463,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.769578,243.988636,712.211889,332.68483,113.941123,17.833739,76.960708,240.968661,2919.173807,5076.955883,4954.757636,4627.940229,202.514498,61.140157,263.654655,7605.462568,33858.696562,2527.250647,6632.736986,4071.331885,568.317917,1489.346375,914.675257,505.849657,1317.796452,810.990671,239.290044,627.860639,385.427491,112.414754,294.95131,181.056089,546.917653,1437.595348,881.964859,8157.05007,21346.005036,13130.96328,63.056926,1696.925935,7553.411671,57.482448,1549.324968,6887.571608,25.03167,720.725601,3208.402549,11.419203,340.775645,1518.019317,55.350451,1642.771656,7315.776104,16.965632,2330.78326,2.213429,8.756304,5.109739,2.066542,0.783264,2.155069,2.627317,1.646259,3.753726,8.014182,13.08985,7.878139,2.385732,1.148801,2.830366,4.836931,42.293093,43.894093,0.933917,0,3.710868,8.338501,8.647836,5.475269,17.68547,4.535922,12.153058,1.088546,53.881207,16.33058,21.425934,7.652144,8.274108,10.207547,0.751564,0,2.217774,27.848122,11.943467,52.644346,38.239906,0.990523,33.002888,27.94025,0.641133,19.328453,142.933087,0.80521,53.094736,46.850415,0.511111,15.95112,11.895843,0.043856,3.493906,0.032309,0,0,0.703223,0.080365,1.095075,25.735402,0.723236,8.97718,152.944536,0.990523,8.307482,112.245668,0.641133,5.532732,429.837131,0.80521,21.778082,196.410239,0.511111,4.570873,77.013389,0.043856,0.900372,8.751274,0,0,28.65805,0.080365,0.234063,93.551401,0.723236,2.80499,1038.820134,46.592675,16.464251,5.738578,NA,NA,NA,NA,NA,NA,NA,NA
8471,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.4285,301.547717,930.280923,433.365731,146.638217,18.602644,94.895453,311.942706,4556.066299,8423.658754,6332.136068,5367.012092,4947.309224,80.790586,4961.935296,10922.56701,41250.061798,6098.323249,9657.374581,7306.434779,1392.298874,2176.674555,1658.87248,1156.688527,1873.335529,1403.202869,575.604526,913.160315,690.250437,278.568675,435.382955,331.746848,1333.781186,2101.980003,1593.778904,9863.726679,25753.70824,15806.149431,1139.078968,2436.479411,9071.893845,909.677353,2153.253968,8239.887992,467.559651,1033.807722,3909.889186,227.840403,494.381129,1851.913433,1092.070574,2372.983166,8934.860109,323.673399,2865.643026,4.468665,2.878444,15.346523,4.395782,0.889259,0.084777,0.512134,3.140014,94.328694,100.56115,334.610128,162.06427,55.328055,3.762067,32.78271,115.915834,100.605439,189.760452,134.35371,435.499426,728.61418,1359.677478,1046.648874,1078.292451,21.187028,6.00416,14.589357,1.389172,64.6659,21.606911,25.690605,10.224066,9.794876,13.518111,0.844174,0,2.608144,36.608611,14.265945,69.788543,53.477251,1.173725,42.852348,39.012784,0.760863,25.167851,197.732316,0.955237,69.894491,64.863673,0.612392,20.821038,16.476707,0.052441,4.534721,0.045128,0,0,0.982169,0.095889,1.387551,35.316704,0.858775,11.888575,198.089317,1.173725,11.593078,145.475184,0.760863,7.667393,562.635626,0.955237,29.944469,258.02935,0.612392,6.336342,95.642086,0.052441,1.278707,7.806948,0,0,35.14335,0.095889,0.334731,124.039524,0.858775,3.863416,1192.269452,1137.490437,9.053344,7.793002,NA,NA,NA,NA,NA,NA,NA,NA
8472,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.132655,238.113856,748.231292,332.493627,115.21796,15.019761,71.985108,245.981831,2723.232548,4903.963499,5172.519261,4844.90612,27.347036,0,27.347036,8084.531453,36232.747793,2531.424783,6876.969512,4171.43198,564.463146,1533.559914,930.289869,488.174274,1326.228232,804.470784,239.600124,650.90891,394.825368,111.174089,301.99458,183.202924,549.980154,1494.049467,906.275756,8021.370737,21768.47876,13195.451178,6.014115,1789.060089,8017.856178,5.444687,1581.545515,7088.221099,2.592768,765.916338,3432.640909,1.405297,356.579786,1598.092366,5.916164,1752.311948,7853.412017,1.891669,2484.648856,0,0,0,0,0,0,0,0,0.561033,0.571334,2.117069,0.985168,0.254392,0.012613,0.182858,0.603823,0,0,0,0,8.815081,15.015266,10.480347,4.914821,19.806738,4.790424,13.659306,1.161489,60.538703,17.383847,24.156064,7.771895,9.125993,10.688592,0.73772,0,2.437127,28.877598,13.423629,54.266937,40.869393,1.10577,33.416889,29.888893,0.715463,19.465474,152.443844,0.898306,54.27228,50.075081,0.578069,16.060418,12.705785,0.05012,3.732008,0.035523,0,0,0.773165,0.091427,1.167082,27.468535,0.805055,8.870118,158.352392,1.10577,8.881143,113.779751,0.715463,5.91642,438.029,0.898306,23.216099,191.957386,0.578069,4.883019,71.15573,0.05012,0.954354,6.060663,0,0,23.841233,0.091427,0.250832,91.98982,0.805055,2.988595,1080.403919,6.014115,0,0,NA,NA,NA,NA,NA,NA,NA,NA
8473,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.218515,250.98509,775.828287,353.452621,120.94248,16.118639,77.650678,257.890993,3749.99171,7735.410904,5752.100386,5043.795462,774.792193,15.255666,778.229368,8501.993964,37829.572523,2817.088722,7233.290791,4460.850649,629.304671,1608.955117,993.571723,549.985056,1416.278555,872.648382,266.602743,684.806492,422.277402,125.866574,321.94575,198.782896,612.130185,1570.667093,968.850161,8824.368248,23933.241222,14520.045407,178.003338,1870.006757,8314.145377,141.493661,1696.066102,7551.706161,73.30995,805.843136,3585.871772,35.77758,381.243594,1695.563101,171.686,1841.699607,8193.311799,50.752083,2628.875132,0.839685,0.541194,2.881547,0.82505,0.167805,0.016232,0.096762,0.590774,13.207806,14.297913,46.944337,23.431151,8.060489,0.521073,4.87043,16.68634,18.983119,156.243124,65.787534,80.919628,107.730584,196.166222,148.574478,168.276512,19.674132,4.943334,13.551415,1.17632,60.082269,17.963871,23.925644,8.249668,9.129906,11.013024,0.784539,0,2.442713,30.19236,13.30791,57.017147,42.845025,1.098281,35.288442,31.280557,0.71116,20.64021,160.362065,0.892946,57.336953,52.486222,0.571548,17.050011,13.339122,0.049248,3.82821,0.035611,0,0,0.775072,0.090011,1.186664,28.856507,0.800822,9.575266,164.672356,1.098281,9.305577,119.983972,0.71116,6.194528,462.474629,0.892946,24.437453,207.777499,0.571548,5.121969,77.731921,0.049248,1.016089,7.003434,0,0,27.643498,0.090011,0.261803,99.335641,0.800822,3.14973,1120.983525,177.630199,1.706903,1.471144,NA,NA,NA,NA,NA,NA,NA,NA
8474,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.218515,250.98509,775.828287,353.452621,120.94248,16.118639,77.650678,257.890993,3749.99171,7735.410904,5752.100386,5043.795462,774.792193,15.255666,778.229368,8501.993964,37829.572523,2817.088722,7233.290791,4460.850649,629.304671,1608.955117,993.571723,549.985056,1416.278555,872.648382,266.602743,684.806492,422.277402,125.866574,321.94575,198.782896,612.130185,1570.667093,968.850161,8824.368248,23933.241222,14520.045407,178.003338,1870.006757,8314.145377,141.493661,1696.066102,7551.706161,73.30995,805.843136,3585.871772,35.77758,381.243594,1695.563101,171.686,1841.699607,8193.311799,50.752083,2628.875132,0.839685,0.541194,2.881547,0.82505,0.167805,0.016232,0.096762,0.590774,13.207806,14.297913,46.944337,23.431151,8.060489,0.521073,4.87043,16.68634,18.983119,156.243124,65.787534,80.919628,107.730584,196.166222,148.574478,168.276512,19.674132,4.943334,13.551415,1.17632,60.082269,17.963871,23.925644,8.249668,9.129906,11.013024,0.784539,0,2.442713,30.19236,13.30791,57.017147,42.845025,1.098281,35.288442,31.280557,0.71116,20.64021,160.362065,0.892946,57.336953,52.486222,0.571548,17.050011,13.339122,0.049248,3.82821,0.035611,0,0,0.775072,0.090011,1.186664,28.856507,0.800822,9.575266,164.672356,1.098281,9.305577,119.983972,0.71116,6.194528,462.474629,0.892946,24.437453,207.777499,0.571548,5.121969,77.731921,0.049248,1.016089,7.003434,0,0,27.643498,0.090011,0.261803,99.335641,0.800822,3.14973,1120.983525,177.630199,1.706903,1.471144,NA,NA,NA,NA,NA,NA,NA,NA
8475,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.5,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.5,100.5,0,0,0,0,0,0,0,301.5,100.5,0,222.218515,250.98509,775.828287,353.452621,120.94248,16.118639,77.650678,257.890993,3749.99171,7735.410904,5752.100386,5043.795462,774.792193,15.255666,778.229368,8501.993964,37829.572523,2817.088722,7233.290791,4460.850649,629.304671,1608.955117,993.571723,549.985056,1416.278555,872.648382,266.602743,684.806492,422.277402,125.866574,321.94575,198.782896,612.130185,1570.667093,968.850161,8824.368248,23933.241222,14520.045407,178.003338,1870.006757,8314.145377,141.493661,1696.066102,7551.706161,73.30995,805.843136,3585.871772,35.77758,381.243594,1695.563101,171.686,1841.699607,8193.311799,50.752083,2628.875132,0.839685,0.541194,2.881547,0.82505,0.167805,0.016232,0.096762,0.590774,13.207806,14.297913,46.944337,23.431151,8.060489,0.521073,4.87043,16.68634,18.983119,156.243124,65.787534,80.919628,107.730584,196.166222,148.574478,168.276512,19.674132,4.943334,13.551415,1.17632,60.082269,17.963871,23.925644,8.249668,9.129906,11.013024,0.784539,0,2.442713,30.19236,13.30791,57.017147,42.845025,1.098281,35.288442,31.280557,0.71116,20.64021,160.362065,0.892946,57.336953,52.486222,0.571548,17.050011,13.339122,0.049248,3.82821,0.035611,0,0,0.775072,0.090011,1.186664,28.856507,0.800822,9.575266,164.672356,1.098281,9.305577,119.983972,0.71116,6.194528,462.474629,0.892946,24.437453,207.777499,0.571548,5.121969,77.731921,0.049248,1.016089,7.003434,0,0,27.643498,0.090011,0.261803,99.335641,0.800822,3.14973,1120.983525,177.630199,1.706903,1.471144,NA,NA,NA,NA,NA,NA,NA,NA
8481,NA,389,7.330622,5.296756,2.171569,2.009179,4.932518,1.172446,23.346197,0.943561,4.727261,1.963806,1.176522,0.587357,1.153149,1.463031,0.992159,0,0,69,1.05649,0.75644,2.217554,1.136872,2.264484,1.159038,1.056948,0.521368,0.027763,0.01061,0.05156,0.043187,0.094854,0,0.128885,0.239599,0.057857,0.030969,0.039923,0.023374,0.003398,0,0.006125,0.065651,0.211958,0.126501,0.244573,0.095754,0.01081,0,0.008892,0.037352,0,0,69,0,0,0,0,0,0,0,0,69,37,347.899606,398.312663,1228.654542,586.901267,200.279881,22.588962,127.725334,420.415422,6192.428568,11620.715704,7593.703478,6402.504234,10730.019573,454.126696,10995.960272,16907.598712,52792.475036,11947.676458,15255.108415,13020.367743,2774.647872,3495.613637,3009.402255,2222.092092,2905.336975,2449.077029,1126.304615,1440.320645,1228.215841,541.603349,686.15568,588.642234,2616.086916,3328.537897,2846.191101,13551.323377,31066.747864,20086.822713,2563.429301,3838.403161,11638.38608,2004.407739,3267.058018,10460.106286,1035.728949,1597.753695,5001.931404,498.740334,760.446041,2341.358818,2414.393113,3683.184437,11449.312698,703.419229,3622.657789,21.817411,21.536814,80.642845,34.092145,7.436892,0.816426,5.687149,20.118148,181.895305,200.508594,650.608011,319.566137,115.325569,7.285051,65.874806,233.966989,249.407488,491.239791,156.756765,1199.502971,1200.80049,2163.454498,2013.941824,2133.924823,23.788519,8.366236,16.351683,1.908981,72.347479,29.528373,28.576526,14.236311,10.958723,19.223523,0.989568,0,2.893524,50.601005,15.818618,97.28755,76.184288,1.296977,58.699665,55.407825,0.842477,34.456951,274.814038,1.057621,94.167033,90.708219,0.676783,28.513236,23.157919,0.05702,6.065665,0.06901,0,0,1.502076,0.104541,1.860723,48.611934,0.959282,16.386539,270.465602,1.296977,16.432458,199.201407,0.842477,10.738705,763.75713,1.057621,41.115318,359.245527,0.676783,8.86551,132.922527,0.05702,1.842395,9.748573,0,0,50.346324,0.104541,0.495783,173.255188,0.959282,5.321455,1418.132535,2511.775739,91.600321,44.363122,NA,NA,NA,NA,NA,NA,NA,NA
8482,NA,424,18.419782,13.225764,5.454217,3.841108,12.38866,2.943681,58.638962,2.369086,11.88297,4.925676,2.95462,1.475647,2.899237,3.677953,2.491718,38,0,0,2.653114,1.899877,5.56591,2.855414,5.69246,2.914067,2.65739,1.309164,0.069715,0.026661,0.129279,0.108467,0.238312,0,0.323587,0.601494,0.145341,0.07777,0.100259,0.058709,0.008543,0,0.015398,0.164957,0.532315,0.317702,0.613587,0.240447,0.02708,0,0.022334,0.093733,18,0,0,20,0,0,0,0,0,38,0,0,0,278.351684,310.009308,973.524708,443.715023,151.148142,18.852099,95.850897,322.938332,4930.878369,9107.468578,6485.179444,5342.288637,6892.308339,120.730846,6919.966534,12243.731275,41801.547433,7860.378641,10995.498737,8896.922017,1798.776157,2483.589184,2025.91812,1436.05836,2080.980289,1653.757169,740.589592,1038.331065,839.089393,361.226522,499.007656,406.859913,1732.411166,2406.46228,1954.438096,9942.905436,25898.738512,15920.190777,1590.132408,2734.944336,9126.079761,1222.984415,2358.625899,8297.514746,651.061614,1157.561871,3963.266741,318.966064,556.513028,1872.05613,1533.399034,2672.958693,9059.801635,448.345942,2901.880536,6.338893,5.326906,21.533581,6.379603,1.355616,0.446976,1.115361,4.527515,125.79001,124.696685,442.670643,195.508029,68.851175,4.358856,37.24875,146.523383,136.8732,248.541862,157.690557,673.832161,929.010983,1785.822575,1345.621825,1530.750351,20.918524,6.309562,14.348499,1.481886,63.636073,22.823833,25.088559,10.633571,9.612149,14.126875,0.851549,0,2.513059,38.346053,13.947643,72.721498,58.901757,1.150586,44.186147,42.901579,0.747964,25.940713,215.705136,0.939093,72.514448,70.935234,0.593943,21.444418,18.069928,0.0497,4.740568,0.050941,0,0,1.108779,0.091423,1.456997,38.454414,0.848166,12.155069,205.560249,1.150586,12.737083,150.103011,0.747964,8.393243,582.033195,0.939093,32.537412,262.760471,0.593943,6.930995,97.048599,0.0497,1.407743,7.942048,0,0,34.651405,0.091423,0.373513,126.43811,0.848166,4.200082,1179.11398,1584.292152,16.354855,11.627367,NA,NA,NA,NA,NA,NA,NA,NA
8501,NA,1213,40.461463,32.009546,11.755528,8.339914,24.904041,7.512742,125.148918,6.699278,23.41163,17.821806,8.187249,2.883499,5.280142,6.722834,5.914777,72,160,0,6.35323,4.486319,16.363876,7.176329,10.902193,5.281567,4.816515,3.810726,0.177043,0.052054,0.308995,0.328729,0.618121,0,0.659543,1.404035,0.403224,0.247338,0.313913,0.15104,0.015488,0,0.02968,0.37438,1.273979,0.819767,2.19023,0.631638,0.062351,0,0.044807,0.298455,0,0,0,72,160,0,0,0,0,72,160,0,0,243.636939,273.313696,845.787183,380.586961,133.505998,17.661271,82.817672,283.017088,2304.294228,4264.404202,5928.136432,6147.843544,0,0,0,10424.413957,46720.29301,3209.114459,8723.805257,5292.02228,734.138034,1995.756057,1210.667596,605.85829,1646.87838,999.03321,302.848151,823.269557,499.410433,143.22109,389.448372,236.25417,702.049501,1908.547121,1157.760623,8935.483976,24282.25259,14725.971944,0,2388.030858,10702.646597,0,1989.568782,8916.914603,0,983.993973,4410.080011,0,467.617004,2095.760119,0,2277.207024,10206.024608,0,3113.326199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.048233,5.458699,16.910298,1.398226,73.542876,19.450944,30.813321,9.082064,11.80691,12.419202,1.009215,0,3.605505,33.087621,16.756984,61.673353,48.556607,1.337391,38.900635,35.427858,0.840721,22.796592,177.561153,1.056207,62.839913,58.751708,0.764491,18.719315,14.959846,0.075946,4.146827,0.042767,0,0,0.930882,0.133817,1.350928,32.215615,0.955831,10.254712,182.520295,1.337391,10.483877,132.744852,0.840721,6.994469,506.706192,1.056207,26.974768,224.595711,0.764491,5.737093,85.88089,0.075946,1.074292,9.31596,0,0,30.077727,0.133817,0.30264,106.558874,0.955831,3.447309,1406.444079,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
